Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Timestamp,Day_of_Week,App_Response_Time,Website_Response_Time
christopher66@hotmail.com,"388 Kelly Pike
West Jeffery, DE 44039-7785",BurlyWood,31.625360134830608,13.187910985159364,37.06708996741924,1.4943108951995074,376.3369007569242,2022-08-26,Friday,1.0686222503814953,2.078801419370449
archeremily@baldwin.com,"USCGC Hernandez
FPO AE 53064",YellowGreen,31.260646869879523,13.266760352944496,36.97119509745716,2.267251114447051,421.3266312569514,2022-08-27,Saturday,3.1441816920304175,0.519745838535623
hornesteven@gmail.com,"91425 Roy Trail
Rivaston, NE 34949-2588",White,31.720769900287312,11.752343171850052,38.57360522634684,5.023934200606659,538.774933478023,2022-08-28,Sunday,3.6179934123494037,4.152729833556181
william28@gmail.com,"16763 Melissa Creek Suite 367
North Keithland, PW 29458",Cyan,32.922610758349414,11.56811634209842,36.90937820695247,2.471750669720034,398.163468533652,2022-08-29,Monday,0.544552547220906,1.153431988227893
karenosborne@yahoo.com,"81814 Pratt Squares Suite 460
North Robert, GU 77741-1307",SlateBlue,32.68624509039022,12.63857212219212,36.097220934711,4.297737481971207,571.4710341154246,2022-08-30,Tuesday,2.5368890063883813,2.5863817368090407
chansen@holt.com,"2380 Fisher Neck Suite 233
Brianland, AZ 34453-0625",LightSkyBlue,34.05094675856064,11.388644575171451,39.08156474568163,2.4369588757864635,451.6286105401996,2022-08-31,Wednesday,5.21410752065639,1.13636593760915
hallthomas@lane.com,"22630 Bell Centers Suite 030
North Danielport, FM 31756",DarkTurquoise,32.454552537551066,11.82298329832392,36.94612578169275,3.656983926688144,490.6004425003995,2022-09-01,Thursday,2.1405653750145004,1.3185320101151974
taylorkimberly@yahoo.com,"0030 Mathis Square Suite 154
South Jadehaven, AR 33997-4450",Gainsboro,31.28344747605816,12.725677367222987,35.96566746423624,5.000243360514445,591.7810894256675,2022-09-02,Friday,4.321151290487645,3.628471078550998
clester@yahoo.com,"76778 Underwood Knoll
New Gregory, ID 57323",LightCyan,32.98002919845364,11.201159766003189,37.68933697894965,2.412830960970926,409.0704720533178,2022-09-03,Saturday,1.5868623558764687,2.024270642124096
pvega@hotmail.com,"61629 Johnson Underpass
New Eric, MI 92352-5044",LightCoral,31.909626827522736,11.34726361146273,36.32365246819823,5.314354141170213,563.4460356732392,2022-09-04,Sunday,2.7401074511192496,3.6359199877806097
vmartin@yahoo.com,"30242 Rubio Forest
Port Kyleland, VA 18339-5779",Turquoise,34.40240964824356,14.220979108167343,37.52319665049046,4.0777750980104255,647.6194557251926,2022-09-05,Monday,2.416758708740201,5.2692700162451525
andreperez@hotmail.com,"17463 George Ports
East Julianborough, WY 68291",DarkOliveGreen,32.95976431107423,11.546275759510358,36.947953692845566,3.2750706813095327,448.34042501104767,2022-09-06,Tuesday,0.634142436363158,3.2574370591311466
anntaylor@hotmail.com,"PSC 1634, Box 8167
APO AA 49814",Teal,33.780156763295054,11.91763618310149,36.84473381504451,3.634996006306897,518.7864830920807,2022-09-07,Wednesday,0.20415835248732328,2.056546346354947
hickmanelizabeth@yahoo.com,"12641 Greer Track Apt. 183
North Mitchell, IA 77991-6276",DeepPink,32.6729435250038,12.276056984463208,37.19279353222784,3.9824715131070567,523.6339351357243,2022-09-08,Thursday,5.323161902986426,3.2736880296917548
halljohn@yahoo.com,"311 Savannah Ramp Suite 245
Carlsonbury, LA 08453-6035",MediumTurquoise,32.72852076313786,10.131712461927217,34.84561239331277,3.287701824074408,393.8573709860865,2022-09-09,Friday,4.794623936835458,4.352963022506213
cohensean@yahoo.com,"3751 Green Loaf
New Julia, VT 20897",DarkCyan,33.40992258786484,12.026942222615626,36.13389429009422,2.3133498845806395,426.154547713103,2022-09-10,Saturday,1.991537281884643,0.9324875712311184
jmartinez@anderson.org,"14889 Page Prairie
Dennisville, NV 27982-4210",PeachPuff,31.72420252384518,13.172287495263063,36.19975347391624,3.557813698186695,503.3878872879605,2022-09-11,Sunday,3.135763835100589,5.216231421499601
cbrady@gonzalez-miller.com,"193 Ashley Plaza Suite 706
Hernandezport, WV 71270-7338",Aqua,32.711119299295326,12.326291385476884,36.67387835766538,3.350279287544909,482.6024673294826,2022-09-12,Monday,4.910283227487703,3.262393434097705
pkline@hotmail.com,"PSC 6338, Box 7637
APO AA 22066",MediumTurquoise,33.1366552476793,13.891313421778491,39.22071295098572,2.9070949348220267,524.7976275698039,2022-09-13,Tuesday,4.516470804408733,4.845409676480323
martha91@garrison.net,"360 Albert Spring
South Tylerbury, VA 92641-9077",HotPink,34.37939438496412,12.930928541308226,36.36024719793431,3.7927119551515887,574.6548433659395,2022-09-14,Wednesday,4.365473562218812,4.9051005213325345
maureenlopez@gmail.com,"82537 Alice Centers
Gregland, OR 71749",SeaShell,35.530904145898624,11.379257182400217,36.63610411908917,4.029453828152192,574.7472196620896,2022-09-15,Thursday,3.624229396460399,5.3475457435901035
russellbaldwin@ferrell.info,"295 Michael Keys Apt. 706
Ericfurt, KS 09476",Orange,33.24726795047748,14.069382336483995,38.99332245115573,4.978475793470261,660.4251842914138,2022-09-16,Friday,1.9990510722767527,3.166814642828315
amandastanley@yahoo.com,"38528 Jerry Valleys Suite 027
Jonesstad, NY 74787-2691",CadetBlue,32.096108993845185,10.804890557641668,37.37276214632111,2.6995620549722683,375.3984554102431,2022-09-17,Saturday,1.3025468214562104,5.003146908248068
george02@hotmail.com,"3286 Lynch Field
Henrychester, RI 41833-7902",LightCoral,35.039283064909725,14.426491050422625,37.37418350489759,3.9306153266132897,640.1877400085721,2022-09-18,Sunday,3.0130119815686296,1.1664699109108994
swilliams@ball-arroyo.com,"450 Samantha Valleys
Collinsborough, KS 37205-9891",Orchid,32.55052657442161,13.041244588162265,36.655208083959465,3.456233823526301,514.0098178487356,2022-09-19,Monday,3.544623837950361,3.127140594231578
taylorjared@foster.net,"601 Mitchell Estates Suite 922
Port Daniel, WV 83595",Crimson,32.58249357081853,11.739743796165987,36.85481082475086,2.1820169698233887,376.496840718537,2022-09-20,Tuesday,1.44704339498492,3.9551951244041694
keith13@yahoo.com,"81830 Katie Squares
Port Austinland, FL 73522-0761",LightGoldenRodYellow,33.29698192462649,12.49105873801881,38.238940853091385,2.7095266269292764,484.5198091105511,2022-09-21,Wednesday,4.3564201534396245,3.13830976954596
schmidtdenise@hotmail.com,"06392 Matthew Viaduct Suite 000
Lake Ronald, NY 45787-0181",DarkGoldenRod,33.108336148346,12.892374513653694,36.52738830431376,4.594116864603191,614.7296376283244,2022-09-22,Thursday,5.11685089293197,0.5667453146289338
jasmin20@salas.com,"634 Nancy Shoals Suite 241
South Barry, AR 52307",HotPink,33.902717794463925,11.668866514553862,37.34126616101072,4.25698328967803,567.4750105270774,2022-09-23,Friday,3.6308777834876285,1.4322097751023097
christophermorrison@mcguire-carter.biz,"90089 Eric Well
Nicoleside, MT 95918",Blue,34.55528258670921,11.777772039564963,37.97982686004657,3.784273087078304,554.003093429799,2022-09-24,Saturday,1.2562504374068115,4.2400747953938
deborah51@yahoo.com,"4190 Shelton Harbors
North Christopher, RI 60962",Violet,33.73264839262621,12.138793877121689,36.853882459920776,1.62341960945622,399.98387159812256,2022-09-25,Sunday,2.341556331405849,1.2752172758322569
melindahartman@gmail.com,"3761 Jared Mountain
Nicholasport, WY 51181",Pink,31.60051220030329,12.222967446546058,36.8227532265912,3.4145062403052493,479.17285149109694,2022-09-26,Monday,3.4732843064201755,1.4263740141427652
sharper@yahoo.com,"239 Bush Fall Apt. 906
Riveraville, KY 88906-3319",SandyBrown,34.318927438542204,13.402331896928285,37.29204470528371,3.6060868889081727,585.9318442972224,2022-09-27,Tuesday,3.277285007852999,0.7312003555548181
jessicabrewer@simmons.net,"5052 Mccoy Passage Apt. 328
Teresaport, FM 97139",LightBlue,34.00648891839723,12.956276605432244,38.655094538522064,3.275733705185027,540.9957391083377,2022-09-28,Wednesday,4.572917123898827,0.788458463665637
beckycarson@jones-brown.biz,"78787 Mitchell Lights
Matthewville, AZ 30310-0130",Gold,33.54047906012372,12.884124621344766,36.22604169397467,5.007271986589903,628.0478039330167,2022-09-29,Thursday,4.011594668256571,2.852944790041254
jennifer24@hotmail.com,"46954 Melissa Corner
North Amanda, LA 34844",SteelBlue,34.43642583784763,13.325469096138631,36.76860309148005,3.37125811322392,582.4919237338106,2022-09-30,Friday,0.4814196328132591,4.521546277604067
jeremy00@yahoo.com,"45442 Barber Key Apt. 882
South Jaclyn, NM 24367-3001",FloralWhite,33.55169913754013,12.15858523387948,36.57513377612486,5.453969474611709,640.7861663983061,2022-10-01,Saturday,2.222974201195337,2.7182258706003184
wellsjuan@schroeder.com,"0338 Francis Junction
Lake Alexstad, NH 14302",Green,31.818616566769062,11.22654566351062,35.669935165958194,3.7558693892629655,446.4186733701357,2022-10-02,Sunday,4.831878415105773,0.22261482113243772
gregorystewart@hotmail.com,"232 John Haven Suite 456
Johnsonhaven, VT 90106-0173",PaleGoldenRod,32.36312129411639,12.461135435006732,37.74560774187829,4.664258497238649,570.6300980875259,2022-10-03,Monday,1.405085649984638,2.981514558574642
tammyjones@griffin.com,"0859 Audrey Isle
South Zachary, AS 09138",Navy,33.191570884444964,9.846124908736233,36.876313233417314,3.8066709485629935,423.3083340974698,2022-10-04,Tuesday,5.208581153071139,2.881238844452513
djohnson@hotmail.com,"5358 Stephen Parkway Suite 894
Kimview, MN 17436-4528",Coral,32.19249882778649,13.32541218598226,36.897294609068695,5.049927474652407,616.6602860166826,2022-10-05,Wednesday,4.597259886622529,0.9424007850312599
kenneth27@smith.com,"721 Robert Viaduct Apt. 052
Lake Olivia, MO 93807",DarkGreen,32.60790271932764,13.677245841523792,37.74469969514907,2.871947536151015,530.3624688854229,2022-10-06,Thursday,1.3639582064308928,3.2300262366456804
johnathan33@yahoo.com,"836 Amy Villages
Hannahside, RI 09207-2616",LightSteelBlue,32.26200310699493,11.644969546399302,37.02687697079434,3.2367328142505314,442.3631173838644,2022-10-07,Friday,0.42005764630475084,0.20976540415951794
carrillojacob@perry-larsen.com,"909 Hicks Mountains
Gabriellaport, MD 33121",Aquamarine,32.27184828087499,13.485008988077055,37.55088041321525,3.086337272317325,511.9798599920658,2022-10-08,Saturday,4.243361445479376,4.059370514857628
greenelizabeth@edwards.com,"54051 Jenkins View
East Danielshire, IN 32905-7784",DarkViolet,33.79512493081247,11.620996507575208,38.4194685327455,4.559699083258959,560.4437921717631,2022-10-09,Sunday,3.1079899242040137,0.3990703779648255
denisemorrow@johnson-james.net,"24458 Hudson Square
Hallside, PA 68038",MediumSpringGreen,31.654809675692764,13.014459152355208,37.78903634703419,3.0102097779609496,475.26342372754846,2022-10-10,Monday,2.166474768361095,0.11927445513728852
wandaphillips@leonard.com,"149 Monica Vista Apt. 908
Jasonberg, TX 19632-8886",OliveDrab,33.07773079450243,11.466984219092826,35.675727630820134,1.80922959177631,374.2696745439231,2022-10-11,Tuesday,3.5437408567279656,0.587848385604054
zachary94@gmail.com,"99902 Scott Road
Joyton, MT 46760-7400",Purple,31.312349599444342,11.684904192367505,38.71707629773135,3.594295099901167,463.59141802794056,2022-10-12,Wednesday,5.243513414071047,1.0982517398531777
ppowell@gmail.com,"74260 Carly Mews Suite 703
Jonesberg, OR 39594",BlueViolet,32.87273861448019,12.09396635537946,36.62077385548951,3.049195743789432,471.602884392892,2022-10-13,Thursday,0.2735190320267464,0.5655960429434924
bhill@pierce-kane.info,"3324 Branch Squares Suite 221
Riddleton, OK 34594",RoyalBlue,33.708153408093004,14.325654943309248,35.7218273299056,3.6343402240734415,626.018672655394,2022-10-14,Friday,2.170152212150091,4.38682894649813
matthewgraves@mills-shaffer.com,"66636 Jason Parkway
Kellyside, NV 67033",DarkSeaGreen,33.908565031728365,12.914846634589116,39.06886445133981,1.4823596439649784,432.47206125141577,2022-10-15,Saturday,0.17397922277625114,2.4774576688629275
nwagner@yahoo.com,"Unit 2079 Box 7792
DPO AP 47668",AntiqueWhite,32.312909745943095,9.8244017703894,35.74277912557426,2.921350140816143,356.6155678900057,2022-10-16,Sunday,4.176162896322761,2.299183966789859
jamesfaulkner@hoffman-wolfe.org,"Unit 0474 Box 0661
DPO AP 48938-3469",Blue,34.394326648449855,12.807751833234732,38.55103028983871,1.8100798764120296,467.4278485003528,2022-10-17,Monday,2.956756527581763,2.923710721766863
phillipscarrie@gmail.com,"625 Andrew Locks
Madisonside, AZ 74068",FloralWhite,32.42330472721988,13.05827792714326,37.26387556144864,3.373104673991114,503.2173931191067,2022-10-18,Tuesday,1.0225411312771522,0.308049671211165
samantha84@cortez.com,"960 Miller Union
East Virginiastad, MS 74191-2346",Navy,33.539396346976595,10.534553499461076,37.03479128933126,2.2147975193939367,378.4735664479011,2022-10-19,Wednesday,4.2341120060075665,3.6726597351172954
edward29@knapp.com,"4029 Gerald Cape
South Laurenborough, SC 19130-5133",DarkOrange,33.37401692609311,11.143433077943628,35.94639914639545,5.454463277564527,584.2183134866808,2022-10-20,Thursday,1.8921239966328185,0.5341502149426554
hannahgilbert@gmail.com,"6961 Mary Stravenue Suite 857
Hilltown, TX 52813-7703",Aqua,33.79475594486519,10.982805534662877,34.81063145023747,3.201801722174991,451.7278633175868,2022-10-21,Friday,2.903807022561565,1.9600420525107316
lschroeder@gmail.com,"93101 Shannon Common
South Destiny, ND 30379-2855",Ivory,33.7709000976483,11.153966054877388,37.24032955207884,4.729484541572504,557.6341089957288,2022-10-22,Saturday,3.8399880545419736,1.281758287978841
thomaswendy@yahoo.com,"449 Amanda Tunnel
Joshuahaven, CO 15377",LavenderBlush,31.309192640891823,11.947175323941773,36.19083323650043,3.205529764506833,432.7207178399336,2022-10-23,Sunday,2.4393059820134932,1.7388657997005055
fuenteskathryn@schmidt-johnson.org,"839 Heather Cliff
South Blake, SC 90412",Cyan,33.612563354981084,11.47056500466582,37.0616887661275,3.802511438790271,506.4238599698002,2022-10-24,Monday,0.6304301571182637,3.2009379319609934
melissa08@rowe.net,"13799 Cortez Inlet Suite 733
East Stevenshire, AL 32757",Tan,33.39826012958678,11.03785041365591,38.61733445368848,4.116340467131812,510.1598172791045,2022-10-25,Tuesday,2.4336061017757706,1.1374102308858645
bradleysmith@barber.com,"581 Gilmore Port
Heatherville, MS 20879",PaleVioletRed,33.622591840455804,11.167356897497289,35.62658733096311,5.462500764129899,587.5747994806404,2022-10-26,Wednesday,2.48574746229327,3.14870174353287
morganorozco@hotmail.com,"0001 Mack Mill
North Jennifer, NE 42021-5936",LightPink,30.4925366965402,11.562936246652605,35.97656497174036,1.4816166268553612,282.4712457199145,2022-10-27,Thursday,2.3365604067969783,4.242923788195338
johnsonhannah@gmail.com,"634 Robert Hill Apt. 800
Coxtown, OK 32430",Thistle,31.90485713101361,12.22772827968665,36.98591347608606,3.771420131891554,473.94985742281614,2022-10-28,Friday,1.349641237300741,5.251476297941108
javier02@landry.net,"Unit 7029 Box 3429
DPO AE 56975",CadetBlue,33.0264203526517,13.18681287300118,38.06692960186935,2.898299577888636,489.90805309753534,2022-10-29,Saturday,2.4249548700189685,4.942484452422629
lmalone@gmail.com,"USS Beasley
FPO AP 50556-7615",AntiqueWhite,32.975192902963855,13.394451788942057,37.80697766984659,3.5690465158585187,541.9722037582585,2022-10-30,Sunday,4.422217233382465,1.065428504353615
brandon77@richardson.com,"109 Jessica Manor
North Patriciashire, PR 84726",GhostWhite,30.81620064887634,11.85139874307314,36.92504303887863,1.0845853030221226,266.086340948469,2022-10-31,Monday,0.21536862774906612,2.2236394320261623
bhamilton@shaw.biz,"036 Mary Drive Apt. 581
Port Brandytown, FL 66143",DarkOrchid,33.91401511732236,12.266503838947584,36.57503097579012,3.0234744460455456,494.6871558102853,2022-11-01,Tuesday,3.1401096948875056,2.745829562140405
randyrobinson@hotmail.com,"14548 Hayes Isle Apt. 436
Garciaville, IN 65366",DarkGray,33.30267220801569,13.459222289832477,36.33952101023726,5.56638489205681,689.7876041747194,2022-11-02,Wednesday,4.640836756591389,4.820177065973785
ecruz@yahoo.com,"08111 Barry Highway
Bentonberg, GU 13706",Gainsboro,31.912075929200608,11.792971821961505,36.25781911850192,2.3951681299791368,387.5347163057077,2022-11-03,Thursday,1.7235843729574385,4.576562107616903
wrightdanielle@gmail.com,"508 May Highway
Port Jacobview, MN 31932",DarkSalmon,32.40855895733437,10.98574015235435,37.36839124072731,3.5048334855203,441.8966315178863,2022-11-04,Friday,3.5530906541602647,0.2681705641641957
deandanny@yahoo.com,"9781 Lopez Spurs Apt. 300
Fitzgeraldborough, MA 89035-4317",Ivory,32.64461690576892,12.637557159364276,36.5170857636486,5.226687712532107,604.8413188212227,2022-11-05,Saturday,4.191807471450987,2.835756448705026
dblair@gmail.com,"190 Kelley Burg
West Juliaport, IA 35826-8163",MediumSlateBlue,34.10227850874102,8.508152176032603,35.46240008104617,1.8382107022501144,302.189547809652,2022-11-06,Sunday,2.482450561756664,3.492738850192093
veronicapruitt@hotmail.com,"Unit 7502 Box 8345
DPO AE 53747",Cyan,33.24850620315415,11.656592033851751,36.54860515461888,3.363411393785737,479.6148116731426,2022-11-07,Monday,2.9035768529392154,2.5370926476223548
davischristina@hotmail.com,"49352 Avila Terrace Suite 624
Amandaland, GA 99736",SeaGreen,34.72908016563062,11.966898076780602,36.54759627699103,2.957448756503683,506.132342437705,2022-11-08,Tuesday,0.3512655103177868,5.095859561324497
douglasdunlap@boone-rose.com,"093 Larson Ports
West Kathryn, OK 91243",Purple,30.3931845423455,11.80298577760313,36.315763151803424,2.0838141920346707,319.9288698031936,2022-11-09,Wednesday,1.8397919703502486,0.8447638489438198
david28@wallace-hill.org,"43382 Heather Meadows
New Lisaburgh, WI 19151-0302",LightBlue,33.3841105711181,12.677401437121034,35.622530591605994,3.680847338174777,528.3092250312227,2022-11-10,Thursday,0.9639766307960651,4.540921693615759
williammoore@rose.com,"686 Baker Fords Suite 893
East John, IL 50171-9547",Brown,32.878474365657695,13.032534975943191,37.87095205416159,4.693732057983859,610.1280331303979,2022-11-11,Friday,4.784334510953624,0.7395086085672158
angela25@walker.com,"456 Eric Views
North Amanda, MS 98876-3102",Chocolate,34.501417852783966,12.44761745405695,37.53453024067718,4.008352234634593,584.1058850493533,2022-11-12,Saturday,4.9114862095227245,0.8143252854646996
arice@reynolds.info,"740 Marshall Squares
Davidbury, AL 94251-0846",Thistle,33.56647438959015,12.235659245108506,37.27757337619507,2.532044061507893,466.4211988217437,2022-11-13,Sunday,4.38432851052673,1.3936974960016462
adam75@gmail.com,"9991 Macdonald Squares
Vasquezborough, WY 73586-4597",Purple,32.8487928288471,10.973162084317348,36.60950715426321,2.8709869096996963,404.8245288726869,2022-11-14,Monday,4.424320667683643,5.254055397960535
charlesgutierrez@hotmail.com,"363 Kathleen Underpass
Ashleyside, PR 98964",MistyRose,33.531860130613246,13.665769794267849,36.90022076162611,3.515688256202335,564.7909690079206,2022-11-15,Tuesday,0.7611888984598257,4.00465779980903
codyandrews@hotmail.com,"63010 Reyes Creek Apt. 569
West Catherinetown, MN 67491-6816",Indigo,33.41906734548329,13.391120179234008,37.19419104646396,4.06991661858986,596.516697973153,2022-11-16,Wednesday,2.8659583559449175,1.6229719238954772
wheelernancy@hernandez.com,"66340 Michael Lane Suite 878
West Brian, LA 69137-1147",Gold,32.495418773654315,12.96832561098067,38.296110372778266,1.2004838567566694,368.65478494706446,2022-11-17,Thursday,2.3548064930138413,1.6866239217416492
drew27@ryan-thompson.com,"4475 Lopez Stravenue Apt. 690
Smithchester, NV 84347",PeachPuff,33.67402747501462,12.968893130527093,37.33310741829708,3.22945090446699,542.4124767293989,2022-11-18,Friday,3.900708116434215,3.317426405638298
suzanne63@gmail.com,"229 Eric Mountains
New Caleb, PA 00396",LightSalmon,33.26463207316392,10.732131340303663,36.14579171248221,4.086566338485993,478.26212639683575,2022-11-19,Saturday,4.7592342055495065,1.7343290227825074
mitchellscott@gmail.com,"3976 Tom Streets Suite 438
Port Davidtown, AL 55334-2369",DarkOrange,32.76245596030955,10.952353380458652,37.64629178743077,4.019470351595002,473.360495571661,2022-11-20,Sunday,1.2929356982944447,4.354767336565575
laurajimenez@gmail.com,"06103 Erik Fields Suite 781
Jonesmouth, GA 49931-3078",SlateBlue,33.47947160188164,12.60888879370027,37.22939451627662,4.205903889533483,559.1990479544186,2022-11-21,Monday,0.5277228109835498,2.1115612233537977
rogersheather@hamilton-jensen.org,"510 Michele Port
East Angela, HI 23618",MintCream,33.785207205733194,13.039511025284968,36.31272657154038,2.0181946292873114,447.1876443054186,2022-11-22,Tuesday,1.0527886014704695,1.2270998417773562
ievans@hotmail.com,"2064 Poole Groves
North Chrisland, SC 78169",NavajoWhite,33.21718784289895,10.999683661085925,38.44276668680506,4.243812816726185,505.23006828207065,2022-11-23,Wednesday,4.263699695919504,4.3081647511238765
john85@rodriguez.info,"57120 Frank Keys
Jerryborough, DC 81028-0939",Tomato,31.128090049616628,13.278956228597716,37.38718052656558,4.626075291951958,557.2526867470547,2022-11-24,Thursday,3.966020152772681,0.9520558388410834
phillipsmark@byrd.net,"6734 Perez Trafficway Suite 395
Nunezland, NC 83245",DarkSeaGreen,33.36951735608769,10.62794922615627,38.04031366664072,3.00295702283384,422.3687366068266,2022-11-25,Friday,2.8521666076545453,3.573493334685845
elizabeth61@berg-braun.com,"649 King Extension
North April, NY 54175",Lavender,32.837893053239185,13.185181167368498,35.92159518889928,1.823595182991803,445.0621855089249,2022-11-26,Saturday,1.4440622544106758,0.9100367811672245
dbenson@simpson.net,"732 Heather Place
North Michael, VT 92527",DodgerBlue,30.574363684171367,11.351049011250833,37.08884657968332,4.078308001651641,442.0644137580656,2022-11-27,Sunday,2.5982241574905114,4.762827346450884
stephaniehill@hotmail.com,"8248 Parker Overpass Apt. 024
Lake Pamela, WY 44322-1735",Wheat,32.27459383033916,12.954811454937932,37.1088163801084,3.689916615447592,533.0400601788124,2022-11-28,Monday,4.635969386448304,2.9220451922104105
davisbriana@gmail.com,"15298 Erickson Shore Apt. 056
South Patrickfort, MD 16503-3145",MediumVioletRed,33.14423399987652,11.73704063527238,37.93518904595916,2.190132185380053,424.2028270990325,2022-11-29,Tuesday,2.7666921303443255,1.4786421248071555
kday@gmail.com,"4835 Jessica Walk Suite 205
West Jacob, NH 93681",Magenta,33.4855197629536,11.887345302061831,35.86244707788159,3.2067566975868704,498.635598489176,2022-11-30,Wednesday,2.7442116256118823,0.2837705924739496
jonathanconner@morales.biz,"920 Anderson Extensions
Greenfurt, GA 19316-3498",SeaShell,31.976480061461288,10.757130926114415,36.59586794587455,1.9770071278430592,330.5944460341002,2022-12-01,Thursday,1.0291618480201299,3.7840091141697743
anneingram@miller-alexander.com,"4301 Park Lake Apt. 158
Spencertown, SD 45934",HoneyDew,32.13386240984833,11.612650769570312,39.24880390433504,3.349245382527182,443.4418600624623,2022-12-02,Friday,2.0033028263794295,1.6103125897339445
jeffery48@mcguire.com,"52326 Townsend Centers
Lake Williamburgh, NJ 70568-7463",LightCyan,32.302553103111435,11.97906148391534,38.26906069147024,3.532861579556475,478.600915944333,2022-12-03,Saturday,1.5557960733300302,1.833046322987139
theresamitchell@martin-chambers.biz,"157 Linda Roads
New Jimmyshire, MH 51942",Khaki,31.82797905546526,12.461147444665416,37.42899736939191,2.9747368150832405,440.0027475469415,2022-12-04,Sunday,1.3849941437312472,0.8175768050177362
christianwade@butler.info,"3687 Sarah Ranch Suite 919
Gainesfort, AK 05665",Crimson,32.018074010632084,10.079463451952432,38.0706642585136,2.6181653103960847,357.7831107453153,2022-12-05,Monday,1.1231170187038682,5.055561142499795
tina16@santiago.com,"314 Kidd Run
Johnfort, KS 46546-2732",White,32.997459002491695,12.589240561061525,37.33224074655334,2.8040136926903942,476.139246872566,2022-12-06,Tuesday,2.1233846909922796,2.4343803108654742
vancealicia@hotmail.com,"06307 Scott Spurs Suite 161
Jessicaburgh, NH 26093-5908",RoyalBlue,31.81642833419931,14.2880145907663,36.77386136993079,2.9644978762354017,501.1224915036564,2022-12-07,Wednesday,3.5240628173899133,0.9253690953373226
dbell@hotmail.com,"3485 Anthony Street Apt. 119
Mikeberg, FL 32602",DarkViolet,34.46151473966461,11.917115695587762,37.76668677332467,4.3508878437244665,592.6884532021675,2022-12-08,Thursday,3.4316446721102505,0.47822791101515
pamelahampton@martin-cobb.com,"91542 Jessica Springs Suite 255
Thomashaven, MT 39239-3790",DarkSeaGreen,32.34279623166797,11.40964461636565,35.77778217066089,3.8724320418689104,486.0834255029927,2022-12-09,Friday,2.6015190726676134,2.4365455802641085
mark81@wagner.com,"410 Gonzalez Corners Apt. 187
East Stephenport, VT 22771",Navy,32.30274837339047,12.815392648610311,37.95780983454751,4.615426306527649,576.0252441251166,2022-12-10,Saturday,3.368390791295085,2.1180316735928817
awerner@manning.com,"407 Blake Ways
Port Davidland, WA 78438",Gray,33.06644065628263,11.673229254101274,37.84065507750671,2.727209453758874,442.7228915742714,2022-12-11,Sunday,1.0084017153878442,2.4571324924819917
robertramirez@kaiser.com,"1583 Anderson Coves
East Rebecca, NH 27212",Purple,33.89464038846548,10.61053651970745,37.97738873797974,3.537123879902206,461.7909590614097,2022-12-12,Monday,3.0326177970016084,3.431153796143224
justin26@gmail.com,"32303 Baldwin Causeway
South Robertside, HI 58126",RosyBrown,32.765664587506606,12.506548190327935,35.82346666642284,3.12650948966,488.387525780145,2022-12-13,Tuesday,3.171059922659998,0.1831740430044565
douglas95@yahoo.com,"395 Summers Courts Apt. 413
Coopermouth, IA 21205-1079",White,33.76981237165136,11.304462307422884,37.83397172859896,5.137816745950984,593.1564014822196,2022-12-14,Wednesday,2.206727785804063,2.9371555016469673
qmorse@yahoo.com,"0360 Pearson Dam Suite 263
Lake Shawn, UT 65986-4190",MediumTurquoise,31.812482559724263,10.886921180951674,34.897827688311345,3.1286388557446334,392.8103449837973,2022-12-15,Thursday,3.22967559652087,3.030493154689533
jason50@bates.net,"74839 Michael Plains Suite 356
South Austinshire, ND 40309-1424",Bisque,32.00850451785513,12.095889485093478,36.37750903434099,3.1789524050534483,443.19722102875545,2022-12-16,Friday,5.271381509475534,3.7131337075188653
qeaton@savage.com,"27032 Michelle Forest
Morrowtown, ND 14749",SaddleBrown,33.30433661798984,12.692661429739388,37.33359061333867,3.827375915107567,535.4807751896418,2022-12-17,Saturday,2.198535605055953,0.1840574521862757
tluna@hotmail.com,"01512 Hendricks Rue
East Pamela, PR 46481",YellowGreen,32.189844729273545,11.386775551280651,38.19748324839899,4.808320372869162,533.3965537868428,2022-12-18,Sunday,0.2635739225367395,1.868220658396117
kara33@gmail.com,"5527 Hogan Road
South Jeffreychester, MA 28632",LavenderBlush,34.935605105644306,10.728418539377822,36.88119240747175,4.048510087289211,532.1274491097012,2022-12-19,Monday,3.7326261221673764,2.083290339839064
thomas22@yahoo.com,"7346 Jennifer Green Suite 148
Wagnertown, MT 65972",IndianRed,33.55165060797954,11.936895159842097,35.90025278215821,4.5433324132930855,558.9481123879059,2022-12-20,Tuesday,1.4141000753818405,4.272389241441482
david47@hotmail.com,"37216 Krista Drives
West Andrew, DE 70036",DarkKhaki,32.38696867463189,12.717995102314037,35.12882235312117,3.4810621331251683,508.771906741518,2022-12-21,Wednesday,1.7417949264757246,3.3542044932378046
beasleyjoseph@hotmail.com,"1094 Bentley Forges
Lake Antonio, MA 29181-3664",SaddleBrown,33.34450868519732,10.969802874106238,35.9745781075859,2.627624971434411,403.7669020956173,2022-12-22,Thursday,4.672626568875797,0.9983164407005582
hoffmandaniel@yahoo.com,"922 Hampton Path Suite 198
Port Jasonmouth, FL 46623",Orchid,33.6727578867203,13.420545742201174,37.76369040280343,4.794312263402832,640.5840618984408,2022-12-23,Friday,3.278842027959339,2.4533779551996027
